sentence,ID,clean sentence,start_index,end_index,phrase,syllables,length,pos,dep num,lemma,synonyms,hypernyms,hyponyms,ogden,simple_wiki,cald,cnc,img,aoa,phon,sub_imdb,google frequency,KFCAT,FAM,KFSMP,KFFRQ,NPHN,TLFRQ
"Mucha 's works frequently featured beautiful young women in flowing , vaguely Neoclassical-looking robes , often surrounded by lush flowers which sometimes formed halos behind their heads .",3W31J70BASXO0WISFRGBNNWCAEUKC5,"Mucha 's works frequently featured beautiful young women in flowing , vaguely Neoclassical-looking robes , often surrounded by lush flowers which sometimes formed halos behind their heads .",163,168,halos,2,5,NNS,3,halo,3,1,0,0,1,0,0,0,0,4,0,0.563404,2,0,1,1,4,12
"Mucha 's works frequently featured beautiful young women in flowing , vaguely Neoclassical-looking robes , often surrounded by lush flowers which sometimes formed halos behind their heads .",3W31J70BASXO0WISFRGBNNWCAEUKC5,"Mucha 's works frequently featured beautiful young women in flowing , vaguely Neoclassical-looking robes , often surrounded by lush flowers which sometimes formed halos behind their heads .",132,139,flowers,2,7,NNS,3,flower,4,1,123,0,1,0,584,618,0,4,1,51.905237,23,566,22,9,4,902
"Mucha 's works frequently featured beautiful young women in flowing , vaguely Neoclassical-looking robes , often surrounded by lush flowers which sometimes formed halos behind their heads .",3W31J70BASXO0WISFRGBNNWCAEUKC5,"Mucha 's works frequently featured beautiful young women in flowing , vaguely Neoclassical-looking robes , often surrounded by lush flowers which sometimes formed halos behind their heads .",156,162,formed,1,6,VBD,1,form,23,1,8,1,1,0,438,452,383,3,1,533.692694,370,553,171,14,3,792
"Mucha 's works frequently featured beautiful young women in flowing , vaguely Neoclassical-looking robes , often surrounded by lush flowers which sometimes formed halos behind their heads .",3W31J70BASXO0WISFRGBNNWCAEUKC5,"Mucha 's works frequently featured beautiful young women in flowing , vaguely Neoclassical-looking robes , often surrounded by lush flowers which sometimes formed halos behind their heads .",182,187,heads,1,5,NNS,2,head,42,1,1,1,1,0,603,593,181,0,1,56.989601,424,611,190,15,0,5047
"The 1900 Universal Exhibition in Paris spread the `` Mucha style '' internationally , of which Mucha said `` I think ( the Exposition Universelle ) made some contribution toward bringing aesthetic values into arts and crafts . ''",3W31J70BASXO0WISFRGBNNWCAEUKC5,"The 1900 Universal Exhibition in Paris spread the `` Mucha style '' internationally , of which Mucha said `` I think ( the Exposition Universelle ) made some contribution toward bringing aesthetic values into arts and crafts . ''",148,152,made,1,4,VBD,1,make,51,1,0,1,1,0,299,322,0,3,1,800.923456,794,618,365,15,3,7143
"The 1900 Universal Exhibition in Paris spread the `` Mucha style '' internationally , of which Mucha said `` I think ( the Exposition Universelle ) made some contribution toward bringing aesthetic values into arts and crafts . ''",3W31J70BASXO0WISFRGBNNWCAEUKC5,"The 1900 Universal Exhibition in Paris spread the `` Mucha style '' internationally , of which Mucha said `` I think ( the Exposition Universelle ) made some contribution toward bringing aesthetic values into arts and crafts . ''",53,58,mucha,2,5,NNP,0,mucha,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
"The 1900 Universal Exhibition in Paris spread the `` Mucha style '' internationally , of which Mucha said `` I think ( the Exposition Universelle ) made some contribution toward bringing aesthetic values into arts and crafts . ''",3W31J70BASXO0WISFRGBNNWCAEUKC5,"The 1900 Universal Exhibition in Paris spread the `` Mucha style '' internationally , of which Mucha said `` I think ( the Exposition Universelle ) made some contribution toward bringing aesthetic values into arts and crafts . ''",95,100,mucha,2,5,NNP,0,mucha,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
"The 1900 Universal Exhibition in Paris spread the `` Mucha style '' internationally , of which Mucha said `` I think ( the Exposition Universelle ) made some contribution toward bringing aesthetic values into arts and crafts . ''",3W31J70BASXO0WISFRGBNNWCAEUKC5,"The 1900 Universal Exhibition in Paris spread the `` Mucha style '' internationally , of which Mucha said `` I think ( the Exposition Universelle ) made some contribution toward bringing aesthetic values into arts and crafts . ''",59,64,style,1,5,NN,4,style,12,1,9,0,1,3,344,416,419,4,1,127.465755,98,555,54,13,4,301
"The 1900 Universal Exhibition in Paris spread the `` Mucha style '' internationally , of which Mucha said `` I think ( the Exposition Universelle ) made some contribution toward bringing aesthetic values into arts and crafts . ''",3W31J70BASXO0WISFRGBNNWCAEUKC5,"The 1900 Universal Exhibition in Paris spread the `` Mucha style '' internationally , of which Mucha said `` I think ( the Exposition Universelle ) made some contribution toward bringing aesthetic values into arts and crafts . ''",9,18,universal,4,9,NNP,0,universal,7,1,0,0,1,4,339,356,0,0,0,67.994955,45,560,26,8,0,111
"The 1900 Universal Exhibition in Paris spread the `` Mucha style '' internationally , of which Mucha said `` I think ( the Exposition Universelle ) made some contribution toward bringing aesthetic values into arts and crafts . ''",3W31J70BASXO0WISFRGBNNWCAEUKC5,"The 1900 Universal Exhibition in Paris spread the `` Mucha style '' internationally , of which Mucha said `` I think ( the Exposition Universelle ) made some contribution toward bringing aesthetic values into arts and crafts . ''",19,29,exhibition,4,10,NNP,4,exhibition,2,1,2,0,1,3,0,0,0,9,0,17.71256,22,0,16,6,9,59
"The 1900 Universal Exhibition in Paris spread the `` Mucha style '' internationally , of which Mucha said `` I think ( the Exposition Universelle ) made some contribution toward bringing aesthetic values into arts and crafts . ''",3W31J70BASXO0WISFRGBNNWCAEUKC5,"The 1900 Universal Exhibition in Paris spread the `` Mucha style '' internationally , of which Mucha said `` I think ( the Exposition Universelle ) made some contribution toward bringing aesthetic values into arts and crafts . ''",39,45,spread,1,6,VBD,7,spread,23,1,5,1,0,5,0,0,0,0,1,88.66095,83,0,70,13,0,519
"The 1900 Universal Exhibition in Paris spread the `` Mucha style '' internationally , of which Mucha said `` I think ( the Exposition Universelle ) made some contribution toward bringing aesthetic values into arts and crafts . ''",3W31J70BASXO0WISFRGBNNWCAEUKC5,"The 1900 Universal Exhibition in Paris spread the `` Mucha style '' internationally , of which Mucha said `` I think ( the Exposition Universelle ) made some contribution toward bringing aesthetic values into arts and crafts . ''",33,38,paris,2,5,NNP,1,paris,4,0,0,0,1,0,0,0,0,0,1,135.697932,67,0,40,12,0,0
"The 1900 Universal Exhibition in Paris spread the `` Mucha style '' internationally , of which Mucha said `` I think ( the Exposition Universelle ) made some contribution toward bringing aesthetic values into arts and crafts . ''",3W31J70BASXO0WISFRGBNNWCAEUKC5,"The 1900 Universal Exhibition in Paris spread the `` Mucha style '' internationally , of which Mucha said `` I think ( the Exposition Universelle ) made some contribution toward bringing aesthetic values into arts and crafts . ''",68,83,internationally,6,15,RB,0,internationally,1,0,0,0,0,3,0,0,0,0,0,6.827159,4,0,4,2,0,10
"The 1900 Universal Exhibition in Paris spread the `` Mucha style '' internationally , of which Mucha said `` I think ( the Exposition Universelle ) made some contribution toward bringing aesthetic values into arts and crafts . ''",3W31J70BASXO0WISFRGBNNWCAEUKC5,"The 1900 Universal Exhibition in Paris spread the `` Mucha style '' internationally , of which Mucha said `` I think ( the Exposition Universelle ) made some contribution toward bringing aesthetic values into arts and crafts . ''",123,133,exposition,4,10,NNP,0,exposition,4,1,1,0,0,0,0,0,0,10,0,12.459862,6,0,5,5,10,79
"The 1900 Universal Exhibition in Paris spread the `` Mucha style '' internationally , of which Mucha said `` I think ( the Exposition Universelle ) made some contribution toward bringing aesthetic values into arts and crafts . ''",3W31J70BASXO0WISFRGBNNWCAEUKC5,"The 1900 Universal Exhibition in Paris spread the `` Mucha style '' internationally , of which Mucha said `` I think ( the Exposition Universelle ) made some contribution toward bringing aesthetic values into arts and crafts . ''",134,145,universelle,4,11,NNP,4,universelle,0,0,0,0,0,0,0,0,0,0,0,0.629118,0,0,0,0,0,0
"The 1900 Universal Exhibition in Paris spread the `` Mucha style '' internationally , of which Mucha said `` I think ( the Exposition Universelle ) made some contribution toward bringing aesthetic values into arts and crafts . ''",3W31J70BASXO0WISFRGBNNWCAEUKC5,"The 1900 Universal Exhibition in Paris spread the `` Mucha style '' internationally , of which Mucha said `` I think ( the Exposition Universelle ) made some contribution toward bringing aesthetic values into arts and crafts . ''",158,170,contribution,4,12,NN,2,contribution,5,1,1,0,0,4,353,394,0,12,0,61.567791,37,505,33,9,12,117
"The 1900 Universal Exhibition in Paris spread the `` Mucha style '' internationally , of which Mucha said `` I think ( the Exposition Universelle ) made some contribution toward bringing aesthetic values into arts and crafts . ''",3W31J70BASXO0WISFRGBNNWCAEUKC5,"The 1900 Universal Exhibition in Paris spread the `` Mucha style '' internationally , of which Mucha said `` I think ( the Exposition Universelle ) made some contribution toward bringing aesthetic values into arts and crafts . ''",187,196,aesthetic,3,9,JJ,0,aesthetic,4,1,0,0,0,0,0,0,0,0,0,25.56989,26,0,17,4,0,16
"The 1900 Universal Exhibition in Paris spread the `` Mucha style '' internationally , of which Mucha said `` I think ( the Exposition Universelle ) made some contribution toward bringing aesthetic values into arts and crafts . ''",3W31J70BASXO0WISFRGBNNWCAEUKC5,"The 1900 Universal Exhibition in Paris spread the `` Mucha style '' internationally , of which Mucha said `` I think ( the Exposition Universelle ) made some contribution toward bringing aesthetic values into arts and crafts . ''",178,186,bringing,2,8,VBG,0,bring,11,1,8,1,0,0,0,0,0,4,1,162.212358,158,0,131,13,4,884
"The 1900 Universal Exhibition in Paris spread the `` Mucha style '' internationally , of which Mucha said `` I think ( the Exposition Universelle ) made some contribution toward bringing aesthetic values into arts and crafts . ''",3W31J70BASXO0WISFRGBNNWCAEUKC5,"The 1900 Universal Exhibition in Paris spread the `` Mucha style '' internationally , of which Mucha said `` I think ( the Exposition Universelle ) made some contribution toward bringing aesthetic values into arts and crafts . ''",218,224,crafts,1,6,NNS,1,craft,6,1,30,0,0,0,464,429,422,0,1,7.833812,23,487,16,10,0,104
"The 1900 Universal Exhibition in Paris spread the `` Mucha style '' internationally , of which Mucha said `` I think ( the Exposition Universelle ) made some contribution toward bringing aesthetic values into arts and crafts . ''",3W31J70BASXO0WISFRGBNNWCAEUKC5,"The 1900 Universal Exhibition in Paris spread the `` Mucha style '' internationally , of which Mucha said `` I think ( the Exposition Universelle ) made some contribution toward bringing aesthetic values into arts and crafts . ''",197,203,values,2,6,NNS,4,value,11,1,3,1,0,4,260,289,433,5,1,252.062668,200,552,101,12,5,384
"The 1900 Universal Exhibition in Paris spread the `` Mucha style '' internationally , of which Mucha said `` I think ( the Exposition Universelle ) made some contribution toward bringing aesthetic values into arts and crafts . ''",3W31J70BASXO0WISFRGBNNWCAEUKC5,"The 1900 Universal Exhibition in Paris spread the `` Mucha style '' internationally , of which Mucha said `` I think ( the Exposition Universelle ) made some contribution toward bringing aesthetic values into arts and crafts . ''",209,213,arts,1,4,NNS,2,art,4,1,15,1,1,5,440,493,0,2,1,62.226977,208,529,79,14,2,537
He decorated the Bosnia and Herzegovina Pavilion and collaborated with decorating the Austrian Pavilion .,3W31J70BASXO0WISFRGBNNWCAEUKC5,He decorated the Bosnia and Herzegovina Pavilion and collaborated with decorating the Austrian Pavilion .,86,94,austrian,3,8,NNP,0,austrian,2,1,0,0,1,0,0,0,0,7,0,12.799544,4,0,2,2,7,0
He decorated the Bosnia and Herzegovina Pavilion and collaborated with decorating the Austrian Pavilion .,3W31J70BASXO0WISFRGBNNWCAEUKC5,He decorated the Bosnia and Herzegovina Pavilion and collaborated with decorating the Austrian Pavilion .,3,12,decorated,4,9,VBD,4,decorate,4,1,44,0,0,0,423,508,0,0,0,2.742611,2,489,2,1,0,158
He decorated the Bosnia and Herzegovina Pavilion and collaborated with decorating the Austrian Pavilion .,3W31J70BASXO0WISFRGBNNWCAEUKC5,He decorated the Bosnia and Herzegovina Pavilion and collaborated with decorating the Austrian Pavilion .,17,23,bosnia,3,6,NNP,1,bosnia,2,0,0,0,0,0,0,0,0,0,0,4.305978,0,0,0,0,0,0
He decorated the Bosnia and Herzegovina Pavilion and collaborated with decorating the Austrian Pavilion .,3W31J70BASXO0WISFRGBNNWCAEUKC5,He decorated the Bosnia and Herzegovina Pavilion and collaborated with decorating the Austrian Pavilion .,28,39,herzegovina,5,11,NNP,1,herzegovina,0,0,0,0,0,0,0,0,0,0,0,1.168336,0,0,0,0,0,0
He decorated the Bosnia and Herzegovina Pavilion and collaborated with decorating the Austrian Pavilion .,3W31J70BASXO0WISFRGBNNWCAEUKC5,He decorated the Bosnia and Herzegovina Pavilion and collaborated with decorating the Austrian Pavilion .,40,48,pavilion,3,8,NNP,4,pavilion,1,1,0,0,0,0,0,0,0,8,0,4.063361,4,0,1,1,8,25
He decorated the Bosnia and Herzegovina Pavilion and collaborated with decorating the Austrian Pavilion .,3W31J70BASXO0WISFRGBNNWCAEUKC5,He decorated the Bosnia and Herzegovina Pavilion and collaborated with decorating the Austrian Pavilion .,95,103,pavilion,3,8,NNP,4,pavilion,1,1,0,0,0,0,0,0,0,8,0,4.063361,4,0,1,1,8,25
